,Age,Workclass,Fnlwgt,Education,Education num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,capital loss,Hour per week,Native country,income
13219,62,5,136684,2,9,2,0,2,4,0,0,0,30,38,0
13220,40,3,176716,3,10,0,11,0,4,1,0,0,40,38,1
13221,47,5,166894,3,10,2,9,4,2,0,0,0,40,38,0
13222,38,3,243872,5,13,0,11,0,4,1,0,0,70,38,1
13223,28,3,155621,4,3,1,2,1,4,1,0,0,40,3,0
13224,46,3,102597,5,13,2,9,4,4,0,0,0,40,38,0
13225,22,3,60331,3,10,0,7,0,4,1,0,0,35,38,0
13226,37,3,75024,2,9,2,11,4,4,0,0,0,25,1,0
13227,69,3,174474,4,6,2,6,1,4,0,0,0,28,28,0
13228,43,3,145441,5,13,0,3,0,4,1,0,0,50,38,1
13229,53,3,83434,5,13,1,7,1,1,0,0,0,21,23,1
13230,20,3,691830,2,9,1,11,3,2,0,0,0,35,38,0
13231,22,3,189203,5,13,1,9,1,4,1,0,0,50,38,0
13232,48,3,115784,4,5,0,2,0,4,1,0,0,44,38,0
13233,40,0,280167,1,14,0,9,0,4,1,0,0,40,38,1
13234,68,3,407338,3,10,0,9,0,4,1,0,0,20,38,0
13235,39,3,52978,3,10,2,7,1,4,0,0,1721,55,38,0
13236,57,3,169329,2,9,0,12,0,2,1,0,1887,40,37,1
13237,23,3,315065,4,6,1,7,4,4,1,0,0,60,25,0
13238,25,1,167835,5,13,0,9,5,4,0,0,0,38,38,1
13239,22,3,63105,2,9,1,9,3,2,1,0,0,40,38,0
13240,23,3,520775,4,8,1,8,3,4,1,0,0,30,38,0
13241,41,1,47902,5,13,0,9,0,4,1,0,0,45,38,1
13242,25,3,145434,3,10,1,6,1,4,0,0,0,25,38,0
13243,58,3,56392,3,10,0,11,0,4,1,0,0,40,38,0
13244,33,3,162312,2,9,2,11,1,1,1,0,0,45,23,0
13245,28,3,204074,1,14,0,9,0,4,1,0,0,48,38,0
13246,19,3,99246,4,7,1,6,1,4,0,0,0,25,38,0
13247,44,3,102085,3,10,2,0,2,4,0,0,0,40,38,0
13248,68,3,168794,4,1,1,6,1,4,1,0,0,10,38,0
13249,33,6,332379,2,9,0,2,0,4,1,0,0,40,38,1
13250,24,3,233419,2,9,2,3,1,4,0,0,0,40,38,0
13251,44,5,57233,2,9,0,4,0,4,1,0,0,50,38,0
13252,38,3,192337,5,13,0,3,0,4,1,7688,0,40,38,1
13253,31,3,442429,2,9,2,2,4,4,0,0,0,40,25,0
13254,29,3,369114,2,9,2,0,1,4,0,0,0,40,38,0
13255,65,3,261334,4,5,2,11,1,4,0,0,0,40,38,0
13256,55,3,160303,2,9,2,0,2,4,0,0,0,40,38,0
13257,49,3,50474,2,9,0,3,0,4,1,0,0,40,38,0
13258,27,3,321577,2,9,1,6,3,2,0,0,0,40,38,0
13259,41,3,29591,2,9,2,11,1,4,1,0,0,30,38,0
13260,33,5,334744,3,10,0,2,0,4,1,0,0,50,38,1
13261,22,5,269474,2,9,1,4,3,4,1,0,0,40,38,0
13262,41,3,287306,2,9,0,9,0,4,1,0,1902,40,38,1
13263,66,3,33619,2,9,0,7,0,2,1,0,0,4,38,0
13264,38,3,149347,3,10,2,11,1,4,1,0,0,60,38,0
13265,43,3,96249,2,9,0,6,0,4,1,0,0,42,38,1
13266,40,1,370502,3,10,0,5,0,4,1,0,0,40,25,0
13267,32,3,188246,3,10,0,11,0,4,1,0,0,40,38,1
13268,30,3,167558,2,9,1,11,4,4,0,0,0,35,25,0
13269,35,3,292185,5,13,0,0,0,4,1,0,0,40,38,0
13270,41,3,101593,1,14,0,9,0,4,1,15024,0,50,38,1
13271,33,1,70164,5,13,1,9,1,0,1,0,0,60,38,0
13272,36,3,269722,5,13,0,3,0,4,1,0,0,55,38,1
13273,33,5,175502,5,13,0,9,0,4,1,0,0,60,38,0
13274,53,3,233165,2,9,0,3,0,4,1,0,0,60,38,1
13275,27,3,177351,5,13,1,11,1,4,1,0,0,45,38,0
13276,22,3,212114,5,13,1,5,3,4,0,0,0,15,38,0
13277,26,3,288959,2,9,0,11,0,2,1,0,0,36,38,0
13278,64,3,231619,2,9,0,11,5,4,0,0,0,21,38,0
13279,48,3,146919,3,10,2,0,4,4,0,0,0,45,38,0
13280,23,3,388811,2,9,1,0,3,4,0,0,0,40,38,0
13281,26,3,243560,3,10,1,11,4,4,0,0,0,40,38,0
13282,35,5,98360,5,13,0,9,0,4,1,0,0,40,38,0
13283,46,3,369538,3,10,0,11,0,4,1,0,0,40,38,1
13284,65,5,31740,3,10,2,3,4,4,0,0,0,45,38,0
13285,53,3,223660,2,9,2,6,1,4,1,6849,0,40,38,0
13286,18,3,333611,4,3,1,7,2,4,1,0,0,54,25,0
13287,34,5,108247,3,15,0,9,0,4,1,0,0,55,38,1
13288,28,3,76129,2,9,1,6,4,4,0,0,0,40,12,0
13289,37,3,91711,5,13,0,3,0,4,1,0,0,60,38,1
13290,61,3,166855,5,13,0,9,0,4,1,0,0,10,38,0
13291,59,3,182062,5,13,0,9,0,4,1,5013,0,40,38,0
13292,32,3,252752,1,14,1,3,1,4,0,13550,0,60,38,1
13293,31,3,43953,5,13,0,9,5,4,0,0,0,35,38,0
13294,25,1,84224,5,13,1,9,1,4,0,0,0,40,38,0
13295,81,3,100675,4,2,0,9,0,4,1,0,0,15,30,0
13296,47,3,155509,2,9,2,7,2,2,0,0,0,35,38,0
13297,39,3,29814,2,9,0,2,0,4,1,0,0,40,38,0
13298,37,3,241805,3,10,0,7,0,2,1,0,0,30,38,0
13299,44,3,214838,2,9,0,6,0,4,1,0,0,45,38,1
13300,37,3,240810,3,12,0,2,0,4,1,0,0,45,38,0
13301,41,3,154076,3,10,0,0,0,4,1,0,0,50,38,1
13302,27,3,175552,4,3,0,9,5,4,0,0,0,40,25,0
13303,55,3,170287,3,10,0,9,0,4,1,0,0,40,30,1
13304,60,3,145995,5,13,0,11,0,4,1,0,0,40,38,1
13305,22,3,433669,3,12,1,5,1,4,1,0,0,36,38,0
13306,23,3,233626,5,13,1,11,1,4,1,0,0,25,38,0
13307,19,3,607799,2,9,1,6,1,4,0,0,0,60,38,0
13308,45,3,88500,3,10,0,6,0,4,1,0,0,44,38,1
13309,36,3,127809,2,9,2,7,4,2,0,0,0,30,38,0
13310,46,3,243743,5,13,0,9,0,4,1,0,0,40,38,1
13311,48,3,177211,4,7,0,6,0,4,1,0,0,40,38,0
13312,39,5,231180,2,9,0,7,0,4,1,0,0,50,38,0
13313,29,3,253856,5,13,0,13,0,4,1,0,0,20,38,0
13314,39,3,177075,2,9,2,0,1,4,0,0,0,40,38,0
13315,26,3,152855,2,9,1,3,3,3,0,0,0,40,25,0
13316,37,3,191137,3,12,2,9,4,4,1,0,0,25,38,0
13317,49,3,255559,3,10,0,0,5,4,0,0,0,40,38,1
13318,27,3,169815,5,13,1,11,3,4,1,0,0,40,38,0
13319,28,3,221215,4,6,1,5,2,4,1,0,0,40,25,0
13320,35,3,270059,3,10,2,11,4,4,0,0,0,30,38,0
13321,54,3,31588,2,9,0,9,0,4,1,2635,0,40,38,0
13322,17,3,345403,4,6,1,7,3,4,1,0,0,40,38,0
13323,18,3,194897,2,9,1,5,3,0,1,0,0,40,38,0
13324,33,3,388741,3,10,1,0,4,3,0,0,0,38,38,0
13325,33,3,355856,3,12,0,11,0,1,1,0,0,60,38,0
13326,51,3,122109,3,10,0,0,5,4,0,0,0,35,38,0
13327,49,3,75673,2,9,1,0,3,1,0,0,0,40,38,0
13328,49,4,141058,3,10,2,3,1,4,1,0,2339,50,38,0
13329,41,3,47902,3,10,0,11,0,4,1,0,0,35,38,1
13330,64,3,221343,4,2,2,8,1,4,0,0,0,12,38,0
13331,40,3,255675,3,10,0,9,0,4,1,0,0,40,38,1
13332,49,0,203505,2,9,2,0,1,4,0,0,0,40,38,0
13333,23,3,125106,5,13,1,9,3,4,0,0,0,40,38,0
13334,34,3,139890,3,10,2,0,4,4,0,0,0,40,38,0
13335,38,3,76878,4,7,0,2,0,4,1,5178,0,40,38,1
13336,47,5,28035,3,10,0,4,0,4,1,0,0,86,38,0
13337,30,3,43953,2,9,1,0,2,4,0,0,1974,40,38,0
13338,36,3,163237,3,12,0,0,0,4,1,0,0,40,38,1
13339,23,1,55890,5,13,1,9,1,4,0,0,0,40,38,0
13340,47,5,255934,3,10,0,3,0,4,1,0,0,80,38,0
13341,61,3,168654,2,9,2,0,1,4,0,0,0,40,1,0
13342,47,5,39986,5,13,0,11,0,4,1,0,0,40,38,0
13343,56,3,208451,5,13,0,9,0,4,1,0,0,40,38,1
13344,20,3,206681,4,8,1,11,1,4,0,0,0,55,38,0
13345,33,3,117779,2,9,0,6,5,4,0,0,0,46,38,1
13346,36,5,129150,2,9,0,4,0,4,1,0,0,50,38,1
13347,38,3,177273,2,9,0,9,5,4,0,0,0,35,38,0
13348,34,1,226443,3,10,0,10,0,4,1,0,0,40,38,1
13349,56,3,146326,2,9,0,13,0,4,1,0,0,50,38,0
13350,32,3,187901,3,11,1,3,1,4,0,0,0,23,38,0
13351,26,3,97153,3,12,0,6,0,4,1,5178,0,40,38,1
13352,49,3,188694,5,13,1,3,1,4,1,0,0,40,38,1
13353,71,3,187493,2,9,0,10,0,4,1,0,0,40,38,1
13354,19,3,212468,3,10,1,7,3,4,0,0,0,15,38,0
13355,20,3,84726,3,10,1,12,1,4,0,0,0,40,38,0
13356,42,3,137907,2,9,2,0,4,4,0,0,0,35,38,0
13357,51,3,34361,3,10,0,3,5,4,0,0,0,20,38,1
13358,38,3,254114,3,10,2,9,3,2,0,0,0,40,38,0
13359,38,3,170174,4,6,0,6,0,4,1,0,0,40,38,1
13360,35,5,190895,5,13,2,3,1,4,1,0,0,25,38,0
13361,24,1,317443,5,13,0,9,5,2,0,0,0,40,38,0
13362,40,3,375603,2,9,2,0,4,2,1,0,0,40,38,0
13363,21,3,203076,2,9,1,5,3,4,1,0,0,35,38,0
13364,49,3,53893,2,9,2,13,1,4,1,0,0,40,38,0
13365,18,3,171748,3,10,1,9,3,2,0,0,0,24,38,0
13366,54,3,167770,2,9,0,3,0,4,1,0,1902,55,38,1
13367,52,3,204584,5,13,2,3,1,4,0,0,0,42,38,0
13368,27,3,660870,5,13,1,9,1,4,0,0,0,60,38,0
13369,20,3,105686,2,9,1,6,1,4,1,0,0,40,38,0
13370,38,3,70282,1,14,0,9,5,2,0,15024,0,2,38,1
13371,31,3,148607,3,10,2,6,1,4,1,0,0,40,38,0
13372,25,3,255849,2,9,1,0,3,4,0,0,0,40,38,0
13373,19,0,255921,3,10,1,5,3,4,1,0,0,20,8,0
13374,33,3,113326,3,10,0,2,0,4,1,0,0,50,38,0
13375,23,3,440456,5,13,1,7,1,4,1,0,0,40,38,0
13376,34,3,105493,1,14,2,9,4,4,0,0,0,40,38,0
13377,42,3,259757,5,13,2,9,4,4,1,0,653,50,38,1
13378,37,1,89491,1,14,2,3,1,4,0,0,0,40,38,0
13379,25,3,171818,5,13,1,3,3,4,0,0,0,40,38,0
13380,40,3,51151,3,11,0,2,0,4,1,0,0,40,38,0
13381,33,5,188957,5,13,1,11,1,4,0,0,0,40,38,0
13382,31,3,97933,3,10,1,0,1,4,0,0,0,40,38,0
13383,32,4,195447,5,13,0,11,0,4,1,0,0,45,38,0
13384,63,3,46907,5,13,0,9,0,4,1,0,0,8,38,1
13385,54,4,383365,5,13,0,11,0,4,1,0,0,70,38,1
13386,32,5,203408,2,9,0,2,0,4,1,0,0,44,38,0
13387,29,1,148182,2,9,0,13,0,2,1,0,0,40,38,0
13388,26,1,211497,3,10,0,9,0,4,1,0,0,40,38,0
13389,39,5,48063,3,10,0,4,0,4,1,0,0,60,38,0
13390,57,3,211804,5,13,0,9,0,4,1,3103,0,50,38,1
13391,54,3,185407,3,10,0,4,0,4,1,0,0,40,38,0
13392,57,3,225927,4,6,0,6,0,4,1,0,0,40,38,0
13393,23,0,314525,5,13,1,9,1,4,1,0,0,40,38,0
13394,27,5,208577,3,10,0,3,0,4,1,0,0,45,38,1
13395,42,3,222884,5,13,1,3,1,4,1,0,0,55,38,1
13396,31,3,209538,4,6,0,2,0,4,1,0,0,40,38,0
13397,49,1,177114,1,14,2,9,1,4,0,0,0,60,38,0
13398,50,3,173754,2,9,0,2,0,4,1,0,0,40,38,0
13399,46,1,121370,2,9,2,0,4,4,0,0,0,30,38,0
13400,37,3,67125,2,9,2,11,1,4,1,0,0,60,38,0
13401,26,3,67240,2,9,0,2,0,4,1,0,0,40,38,0
13402,27,3,198346,5,13,2,0,1,4,0,0,0,35,38,0
13403,24,3,141003,3,10,1,3,3,4,1,0,0,25,38,0
13404,24,4,60668,2,9,1,2,3,4,1,0,0,40,38,0
13405,29,3,104256,2,9,2,11,1,4,0,0,0,34,38,0
13406,47,3,131002,5,13,0,9,0,4,1,0,0,50,38,1
13407,33,5,155151,3,10,0,11,0,4,1,0,1740,50,38,0
13408,26,3,177720,3,12,2,9,4,4,0,0,0,45,38,0
13409,20,3,39615,3,10,1,2,3,4,1,0,0,40,38,0
13410,25,3,203871,3,11,0,9,5,4,0,0,1887,40,38,1
13411,57,6,25045,5,13,2,0,4,4,1,2174,0,37,38,0
13412,36,3,112264,2,9,0,13,0,4,1,0,0,50,38,0
13413,25,3,169100,1,14,0,3,0,4,1,0,0,40,38,0
13414,46,3,155659,5,13,0,6,0,4,1,0,0,40,10,1
13415,39,3,291665,2,9,0,0,0,4,1,4508,0,24,38,0
13416,29,3,224215,3,10,0,2,0,4,1,0,0,40,38,1
13417,18,3,270502,4,7,1,3,3,4,0,0,0,20,38,0
13418,46,3,125487,3,11,0,12,0,4,1,0,0,40,38,0
13419,61,3,51385,5,13,0,11,0,4,1,0,0,50,38,1
13420,41,3,112763,2,9,2,11,1,4,0,0,0,40,38,0
13421,50,3,108926,3,10,2,6,1,2,0,0,0,40,38,0
13422,53,3,366957,5,13,0,3,0,1,1,99999,0,50,18,1
13423,36,1,109766,5,13,1,10,1,4,1,0,0,60,38,0
13424,38,3,226106,3,10,1,0,4,2,0,0,0,40,38,0
13425,75,5,92792,2,9,0,11,0,4,1,0,0,35,38,0
13426,26,3,186950,3,11,0,0,5,4,0,0,0,40,38,1
13427,44,3,230478,5,13,0,3,0,4,1,0,0,40,38,1
13428,25,3,231638,2,9,1,0,3,4,0,0,0,40,38,0
13429,31,3,120461,3,10,1,11,3,4,0,0,0,40,38,0
13430,49,3,33673,4,8,1,13,1,1,1,0,0,35,38,0
13431,34,3,191385,2,9,0,6,0,4,1,0,0,48,38,0
13432,31,5,229946,2,9,0,9,0,4,1,0,0,40,3,0
13433,47,5,160131,3,10,2,2,1,4,1,0,0,40,38,0
13434,38,3,190895,5,13,0,3,0,4,1,7298,0,50,38,1
13435,18,3,126021,2,9,1,2,3,4,0,0,0,20,38,0
13436,47,3,27815,4,5,2,7,1,4,0,0,1719,30,38,0
13437,42,3,203542,2,9,1,2,1,4,1,0,0,40,38,0
13438,29,3,144592,5,13,1,11,3,4,1,0,0,40,38,0
13439,38,1,223004,3,10,2,10,1,4,1,0,0,75,38,0
13440,22,3,183257,3,10,1,11,3,2,0,0,0,20,38,0
13441,32,3,172714,2,9,1,2,3,4,1,0,0,40,38,0
13442,20,3,131611,3,10,1,0,3,4,1,0,0,48,38,0
13443,41,3,253060,3,15,0,11,0,4,1,0,0,50,38,0
13444,46,3,471990,2,9,0,13,0,2,1,0,0,46,38,1
13445,44,3,138966,2,9,0,0,5,4,0,0,0,38,38,0
13446,35,3,385412,5,13,1,0,1,4,0,0,0,40,38,0
13447,18,3,184101,3,10,1,9,3,4,1,0,0,25,38,0
13448,60,3,103344,2,9,0,2,0,4,1,15024,0,40,38,1
13449,36,1,135786,4,5,0,2,0,4,1,0,0,25,38,0
13450,30,3,227359,3,10,1,2,4,4,1,0,0,40,38,0
13451,40,6,86912,0,16,0,9,0,4,1,0,0,50,38,1
13452,21,3,83033,3,10,1,0,3,4,0,2176,0,20,38,0
13453,25,3,172581,5,13,1,9,1,4,0,0,0,40,38,0
13454,56,6,274111,1,14,2,9,1,4,1,0,1669,40,38,0
13455,42,3,187795,3,10,0,3,0,4,1,99999,0,55,38,1
13456,26,3,483822,4,4,1,5,4,4,1,0,0,40,12,0
13457,66,4,220543,2,9,0,0,5,4,0,0,0,40,38,1
13458,48,3,152953,4,4,0,2,0,4,1,0,0,32,5,0
13459,35,3,239755,3,10,1,11,4,4,1,0,0,50,38,0
13460,41,3,177905,1,14,0,9,0,4,1,0,0,45,38,1
13461,19,3,200136,3,10,1,11,3,4,0,0,0,20,38,0
13462,55,5,111625,2,9,0,11,0,4,1,0,0,40,38,0
13463,42,5,336513,5,13,0,2,0,4,1,15024,0,60,38,1
13464,45,3,162915,3,10,2,13,1,4,1,0,0,50,38,0
13465,29,3,116662,5,13,1,5,1,4,1,0,0,40,38,0
13466,42,5,24763,0,16,0,9,0,4,1,15024,0,40,38,1
13467,65,3,225580,2,9,2,11,1,4,0,0,0,20,38,0
13468,30,3,169104,3,12,1,7,2,1,1,0,0,40,39,0
13469,43,3,212894,3,10,0,2,0,4,1,0,0,40,38,0
13470,61,3,93997,4,4,0,6,0,4,1,0,0,40,21,0
13471,22,3,189924,3,10,1,7,1,4,0,0,0,50,38,0
13472,23,3,274424,4,7,2,7,4,4,0,0,0,40,38,0
13473,34,3,188246,2,9,0,6,0,4,1,0,0,40,38,0
13474,51,3,284211,2,9,2,9,4,4,0,0,0,35,38,0
13475,21,3,198259,3,10,1,0,3,4,0,0,0,15,38,0
13476,31,3,368517,3,12,1,9,1,1,1,0,0,40,38,0
13477,34,3,168768,3,12,1,0,1,4,0,0,0,35,38,0
13478,33,0,122220,3,10,0,3,5,2,0,0,0,40,38,1
13479,32,3,136204,1,14,2,3,1,4,1,0,2824,55,38,1
13480,44,3,175641,4,7,0,11,0,4,1,0,0,40,38,1
13481,21,6,173324,3,10,1,7,3,2,1,0,0,20,38,0
13482,75,1,31195,2,9,2,0,1,4,0,0,0,20,38,0
13483,55,0,88876,1,14,0,3,0,1,1,0,0,60,38,1
13484,43,5,176069,2,9,0,7,5,4,0,0,0,16,38,0
13485,31,3,215297,2,9,0,2,0,4,1,0,0,45,38,0
13486,41,3,198425,3,10,0,2,0,4,1,0,0,45,38,0
13487,26,1,180957,1,14,1,9,1,4,1,0,0,50,38,0
13488,23,3,206129,3,11,1,2,4,2,0,0,0,40,38,0
13489,42,0,65950,2,9,2,0,4,2,0,0,0,40,38,0
13490,29,3,197618,2,9,1,0,1,4,0,0,0,40,38,0
13491,21,3,185357,2,9,1,0,1,4,1,0,0,50,38,0
13492,28,3,134890,5,13,1,3,3,4,1,0,0,40,38,0
13493,64,3,193043,2,9,0,9,0,4,1,0,0,40,38,0
13494,35,0,153633,3,10,1,7,4,2,0,0,0,40,38,0
13495,65,3,115890,5,13,0,13,0,4,1,0,0,20,38,0
13496,34,3,394447,5,13,1,9,1,4,1,2463,0,50,9,0
13497,58,3,343957,5,13,2,11,1,4,1,0,0,50,38,0
13498,63,3,247986,3,15,0,9,0,4,1,0,0,30,38,1
13499,50,3,238959,5,13,0,11,0,4,1,99999,0,60,38,1
13500,59,3,159048,2,9,2,7,1,4,0,0,0,40,38,0
13501,46,3,423222,5,13,0,3,0,4,1,7688,0,40,38,1
13502,30,3,89735,3,11,0,9,0,4,1,0,0,40,38,1
13503,28,3,31778,5,13,1,5,3,4,1,0,0,40,38,0
13504,51,3,157327,4,3,0,9,0,2,1,0,0,8,38,0
13505,47,3,233511,1,14,2,11,1,4,1,27828,0,60,38,1
13506,30,3,327112,5,13,2,11,1,4,1,0,1564,40,38,1
13507,34,3,236543,2,9,1,2,3,4,1,0,0,40,38,0
13508,51,6,194475,3,10,2,9,1,4,0,0,0,40,38,0
13509,41,3,303510,2,9,0,3,0,4,1,0,0,40,38,0
13510,57,3,171242,3,10,0,9,0,4,1,0,0,40,38,1
13511,28,5,39388,3,11,0,4,0,4,1,0,0,60,38,0
13512,62,1,197218,2,9,2,7,1,4,0,0,0,18,38,0
13513,22,6,151991,3,10,1,12,3,4,1,0,0,20,38,0
13514,38,3,374524,5,13,0,9,0,4,1,0,0,40,38,1
13515,34,3,267352,4,7,1,9,1,4,1,0,0,30,38,0
13516,45,1,364563,2,9,0,13,0,4,1,0,0,40,38,1
13517,37,3,186035,3,12,0,2,0,4,1,0,0,55,38,0
13518,21,3,47541,2,9,2,6,2,4,1,0,0,40,38,0
13519,49,3,151107,2,9,1,2,1,2,1,0,0,40,38,0
13520,24,3,500509,2,9,1,7,3,2,1,0,0,40,38,0
13521,47,3,138107,5,13,2,3,1,4,1,0,2258,40,38,1
13522,20,0,225515,3,10,1,12,3,4,0,0,0,24,38,0
13523,27,3,153291,3,15,0,9,5,4,0,0,0,50,38,1
13524,40,3,169885,2,9,2,7,1,4,0,0,0,40,38,0
13525,19,3,112780,3,10,1,9,3,4,0,0,0,30,38,0
13526,31,1,175778,5,13,2,9,1,4,0,0,0,40,38,0
13527,43,3,55213,2,9,0,6,0,4,1,0,1977,52,38,1
13528,48,3,38950,5,13,0,3,0,4,1,15024,0,50,38,1
13529,64,5,65991,2,9,0,4,0,4,1,7298,0,45,38,1
13530,39,3,174330,2,9,2,2,4,4,1,0,0,40,38,0
13531,50,3,35224,2,9,0,2,0,4,1,0,0,40,38,0
13532,52,3,175622,3,11,2,7,4,4,0,0,0,40,38,0
13533,44,3,164678,1,14,0,9,5,4,0,0,0,45,38,0
13534,50,3,87263,2,9,0,9,0,4,1,0,0,55,38,1
13535,54,3,163671,2,9,0,13,0,4,1,0,1887,65,38,1
13536,17,5,181317,4,6,1,4,3,4,1,0,0,35,38,0
13537,33,0,177945,2,9,0,0,0,2,1,0,0,40,38,0
13538,28,3,47168,4,6,1,6,3,4,0,0,0,40,38,0
13539,39,5,190023,5,13,0,11,0,4,1,0,0,60,38,0
13540,33,3,168782,3,11,1,2,4,4,1,0,0,40,38,0
13541,59,3,175290,4,4,1,7,2,4,1,0,0,32,38,0
13542,74,3,145463,4,2,2,8,1,2,0,0,0,15,38,0
13543,54,3,159755,3,10,0,10,0,4,1,0,0,40,38,1
13544,31,3,113364,3,12,0,6,0,4,1,0,0,55,38,0
13545,31,3,487742,3,10,2,11,4,4,0,0,0,40,38,0
13546,20,3,304710,3,10,1,11,3,1,0,0,0,20,38,0
13547,54,1,185846,1,14,0,9,0,4,1,0,1977,40,38,1
13548,42,3,212894,3,11,0,0,0,4,1,2407,0,40,38,0
13549,57,5,315460,3,15,0,9,0,4,1,0,0,36,38,0
13550,49,3,135643,2,9,2,2,4,1,0,0,0,40,34,0
13551,40,3,220977,0,16,0,3,0,1,1,3103,0,40,18,1
13552,19,3,117444,2,9,1,9,3,4,1,0,0,30,38,0
13553,38,3,202683,2,9,1,0,1,4,1,0,0,40,38,0
13554,39,3,164866,2,9,0,6,0,4,1,0,0,42,38,1
13555,43,3,191814,3,12,0,11,0,4,1,7688,0,50,38,1
13556,32,3,227160,3,10,2,9,1,4,1,0,0,40,38,0
13557,57,3,158077,5,13,0,11,5,4,0,0,0,40,38,0
13558,38,3,191103,3,15,0,9,0,4,1,0,0,99,38,1
13559,25,3,193701,5,13,1,7,1,4,0,0,0,38,38,0
13560,40,3,143046,5,13,1,9,1,4,0,0,0,45,38,0
13561,34,3,206297,5,13,0,3,0,4,1,0,0,48,38,1
13562,35,5,188563,2,9,2,4,3,4,1,0,0,50,38,0
13563,53,3,35102,3,10,2,0,1,4,0,0,0,34,38,0
13564,21,3,203055,3,10,1,6,4,4,1,0,0,40,38,0
13565,43,3,309932,5,13,0,2,0,4,1,0,0,40,38,0
13566,43,5,243432,2,9,0,2,0,4,1,0,0,60,38,0
13567,22,3,177107,3,11,1,9,4,2,0,0,0,35,38,0
13568,64,5,113929,2,9,0,11,0,4,1,0,0,35,38,0
13569,19,3,291509,4,8,1,9,3,4,1,0,0,28,38,0
13570,40,3,222011,1,14,1,9,1,4,0,3325,0,40,38,0
13571,34,3,186824,2,9,0,5,0,4,1,0,0,70,38,0
13572,46,3,192768,2,9,0,0,5,4,0,0,0,40,38,0
13573,35,3,234962,2,9,1,6,2,4,1,0,0,40,25,0
13574,32,3,83253,3,10,0,13,0,4,1,0,0,60,38,0
13575,26,3,248990,3,10,1,2,3,4,1,0,0,40,38,0
13576,25,3,346159,2,9,1,2,1,4,1,0,0,40,38,0
13577,55,3,272656,5,13,0,12,0,4,1,0,0,55,38,1
13578,22,3,60552,3,10,1,11,3,4,0,0,0,40,38,0
13579,29,6,33798,3,10,2,0,3,4,1,0,0,20,38,0
13580,38,5,112158,2,9,0,3,0,4,1,0,0,99,38,0
13581,55,3,200992,3,10,2,7,1,4,0,0,0,35,38,0
13582,26,3,98155,2,9,0,3,0,4,1,0,0,40,38,0
13583,34,4,79586,5,13,1,9,1,3,1,0,0,60,38,0
13584,25,6,143062,2,9,1,0,3,4,0,0,0,40,38,0
13585,39,3,101146,2,9,2,9,1,4,0,4650,0,40,38,0
13586,18,3,284450,4,7,1,9,3,4,1,0,0,25,38,0
13587,58,6,159021,4,5,0,4,0,4,1,0,0,40,38,0
13588,34,1,353270,3,11,1,2,3,4,0,0,0,40,38,0
13589,29,5,162312,3,10,1,3,3,1,1,0,0,45,34,0
13590,49,6,231961,0,16,2,9,4,4,1,0,0,50,38,1
13591,38,3,181943,5,13,1,0,1,4,0,0,0,35,38,0
13592,21,3,163595,3,10,1,7,3,4,1,0,0,35,38,0
13593,28,3,130856,5,13,0,9,0,4,1,0,0,40,38,1
13594,42,3,208875,3,10,0,3,5,4,0,0,0,40,7,1
13595,29,5,58744,3,12,1,7,3,4,1,0,0,60,38,0
13596,48,3,116641,2,9,2,0,4,4,0,0,0,45,38,0
13597,40,3,69333,5,13,0,4,0,4,1,0,0,40,38,0
13598,36,3,320811,3,10,0,2,0,4,1,0,0,40,38,1
13599,34,3,197886,5,13,0,11,0,4,1,0,0,60,38,1
13600,57,5,253914,4,2,0,11,0,4,1,0,0,35,25,0
13601,24,3,89154,4,5,1,7,1,4,1,0,0,40,7,0
13602,32,3,372317,4,5,2,7,4,4,0,0,0,23,25,0
13603,18,5,296090,2,9,1,11,3,4,1,0,0,48,38,0
13604,39,3,192614,2,9,0,13,0,4,1,0,0,56,38,0
13605,39,3,403489,4,7,2,13,3,4,1,0,0,40,38,0
13606,18,3,169652,4,7,1,7,3,4,0,0,0,12,38,0
13607,20,3,217467,3,10,1,2,3,4,1,0,0,40,38,0
13608,27,3,162104,4,5,1,9,3,4,0,0,0,40,38,0
13609,54,3,175912,4,6,0,13,0,4,1,0,0,40,38,0
13610,40,5,179533,2,9,0,13,0,4,1,0,0,75,38,1
13611,27,3,149624,3,10,0,0,0,4,1,0,0,30,38,0
13612,27,3,289147,2,9,1,6,3,4,0,0,0,40,38,0
13613,43,0,347720,5,13,1,12,1,4,1,0,0,50,38,0
13614,22,3,406978,5,13,1,3,2,4,0,0,0,40,38,0
13615,17,3,193199,4,7,1,11,4,4,0,0,0,12,30,0
13616,37,4,163998,3,12,0,11,0,4,1,0,0,50,38,1
13617,49,3,173115,4,6,2,3,1,2,1,4416,0,99,38,0
13618,33,3,333701,3,11,1,7,4,2,1,0,0,40,38,0
13619,21,6,48121,3,10,1,3,3,4,1,0,1602,10,38,0
13620,45,3,186256,2,9,2,2,1,4,1,0,0,40,38,0
13621,33,3,104525,2,9,0,5,0,4,1,0,0,40,38,0
13622,25,3,104097,5,13,0,2,0,4,1,2829,0,60,38,0
13623,71,3,212806,2,9,0,11,0,4,1,0,0,36,38,0
13624,23,1,203353,5,13,1,9,3,4,0,0,0,45,38,0
13625,41,3,130126,3,15,0,9,0,4,1,0,0,80,38,1
13626,21,3,270043,4,6,1,9,4,4,0,0,0,30,38,0
